ArrestID,ArrestDatetime,ArrestType,OfficerRace,OfficerGender,OfficerAge,UCR_CODE,Statute,Description,SubjectRace,SubjectGender,SubjectAge
-116189,6/16/2019,On-View,White,Male,36,90D  ,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),Black,Male,46
-116200,6/16/2019,On-View,White,Male,29,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Male,21
-116204,6/16/2019,On-View,Asian,Male,28,90Z  ,M15-702,INTER W/OFF PROC,American Indian or Alaskan Native,Male,42
-116204,6/16/2019,On-View,Asian,Male,28,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,American Indian or Alaskan Native,Male,42
-116192,6/16/2019,Warrant/Taken into Custody,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,55
-116192,6/16/2019,Warrant/Taken into Custody,White,Male,29,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,55
-116192,6/16/2019,Warrant/Taken into Custody,White,Male,29,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Male,55
-116187,6/15/2019,Warrant/Taken into Custody,White,Male,28,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Female,31
-116203,6/15/2019,On-View,White,Male,26,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,Black,Female,16
-116191,6/15/2019,On-View,White,Male,27,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),Unknown,Male,31
-116191,6/15/2019,On-View,White,Male,27,13A  ,21-644.J,DOMESTIC ABUSE BY STRANGULATION (AGGRAVATED ASSAULT),Unknown,Male,31
-116288,6/15/2019,On-View,White,Female,,90Z  ,M3-101,ANIMAL CONTROL VIOL,Unknown,Male,27
-116199,6/15/2019,On-View,White,Male,32,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Female,41
-116188,6/15/2019,Warrant/Taken into Custody,White,Male,48,88C  ,OWARR,WARRANT-OTHER,Other,Male,26
-116196,6/15/2019,On-View,White,Male,37,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,42
-116195,6/15/2019,Warrant/Taken into Custody,White,Male,38,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,39
-116181,6/15/2019,On-View,White,Male,36,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Male,23
-116184,6/15/2019,On-View,Black,Male,35,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,20
-116182,6/15/2019,Warrant/Taken into Custody,White,Male,37,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,53
-116193,6/15/2019,On-View,White,Male,,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Male,39
-116178,6/15/2019,Warrant/Taken into Custody,Black,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,26
-116183,6/15/2019,On-View,,,,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,36
-116215,6/14/2019,Warrant/Taken into Custody,White,Male,31,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,33
-116214,6/14/2019,On-View,White,Male,37,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Male,31
-116180,6/14/2019,Warrant/Taken into Custody,White,Male,45,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,42
-116180,6/14/2019,Warrant/Taken into Custody,White,Male,45,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Male,42
-116177,6/14/2019,Warrant/Taken into Custody,Black,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,44
-116323,6/14/2019,On-View,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),Black,Female,38
-116185,6/14/2019,Warrant/Taken into Custody,,,,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,22
-116261,6/14/2019,On-View,White,Male,31,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,19
-116201,6/14/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Male,33
-116175,6/14/2019,Warrant/Taken into Custody,White,Male,32,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Female,22
-116264,6/14/2019,On-View,White,Female,,90Z  ,M3-402,DOG AT LARGE,Unknown,Male,32
-116581,6/14/2019,Summoned/Warrant Request,,,,290,M15-602,MOLESTING PROP,White,Female,40
-116176,6/14/2019,On-View,White,Male,32,88C  ,OWARR,WARRANT-OTHER,American Indian or Alaskan Native,Male,34
-116176,6/14/2019,On-View,White,Male,32,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),American Indian or Alaskan Native,Male,34
-116176,6/14/2019,On-View,White,Male,32,35A  ,63-2.402.B.2,POSSESSION OF MARIJUANA,American Indian or Alaskan Native,Male,34
-116176,6/14/2019,On-View,White,Male,32,87F  ,47-7.602,FAILURE TO CARRY SECURITY VERIFICATION / NO INSURA,American Indian or Alaskan Native,Male,34
-116176,6/14/2019,On-View,White,Male,32,87F  ,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,American Indian or Alaskan Native,Male,34
-116171,6/14/2019,On-View,White,Male,35,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,21
-116167,6/14/2019,On-View,White,Male,32,87F  ,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,White,Female,33
-116167,6/14/2019,On-View,White,Male,32,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Female,33
-116167,6/14/2019,On-View,White,Male,32,87F  ,47-11.201,FAILURE TO STOP AT A STOP SIGN,White,Female,33
-116170,6/14/2019,On-View,Black,Male,29,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,21
-116163,6/14/2019,On-View,,,,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Male,35
-116186,6/14/2019,On-View,Black,Male,29,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),White,Male,18
-116186,6/14/2019,On-View,Black,Male,29,90B  ,M15-402,CURFEW VIOL,White,Male,18
-116186,6/14/2019,On-View,Black,Male,29,23F  ,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",White,Male,18
-116162,6/14/2019,On-View,White,Male,36,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Male,22
-116165,6/14/2019,On-View,White,Male,32,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,American Indian or Alaskan Native,Female,28
-116198,6/14/2019,On-View,White,Male,34,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Male,28
-116161,6/14/2019,On-View,White,Male,30,90E  ,37-537.A8,PUBLIC DRUNK,White,Male,19
-116161,6/14/2019,On-View,White,Male,30,90Z  ,21-856,CONTRIBUTING TO THE DELINQUENCY OF MINORS,White,Male,19
-116161,6/14/2019,On-View,White,Male,30,23F  ,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",White,Male,19
-116197,6/13/2019,Warrant/Taken into Custody,White,Male,37,88C  ,OWARR,WARRANT-OTHER,White,Female,36
-116164,6/13/2019,Summoned/Warrant Request,White,Male,51,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),Black,Male,47
-116166,6/13/2019,On-View,White,Male,32,88C  ,OWARR,WARRANT-OTHER,Black,Male,24
-116166,6/13/2019,On-View,White,Male,32,35A  ,63-2.402.B.2,POSSESSION OF MARIJUANA,Black,Male,24
-116166,6/13/2019,On-View,White,Male,32,35A  ,63-2.402.B.1,POSSESSION OF CDS,Black,Male,24
-116166,6/13/2019,On-View,White,Male,32,90Z  ,47-7.606,FAILURE TO MAINTAIN SECURITY / INSURANCE,Black,Male,24
-116166,6/13/2019,On-View,White,Male,32,87F  ,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,Black,Male,24
-116168,6/13/2019,Warrant/Taken into Custody,White,Male,34,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,35
-116169,6/13/2019,Warrant/Taken into Custody,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),Unknown,Female,22
-116179,6/13/2019,Warrant/Taken into Custody,,,,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,48
-116206,6/13/2019,Summoned/Warrant Request,,,,84E  ,M10-601,ADOPTION OF THE 2003 INTERNATIONAL PROPERTY MAINTENANCE CODE,Unknown,Male,
-116206,6/13/2019,Summoned/Warrant Request,,,,90Z  ,M18-101,SIGN CODE VIOL,Unknown,Male,
-116172,6/13/2019,On-View,White,Female,40,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Female,41
-116242,6/13/2019,Summoned/Warrant Request,,,,90J  ,M15-605,TRESPASSING,White,Male,24
-116242,6/13/2019,Summoned/Warrant Request,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Male,24
-116153,6/13/2019,Warrant/Taken into Custody,White,Male,37,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Female,36
-116155,6/13/2019,On-View,White,Male,39,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,39
-116156,6/13/2019,Warrant/Taken into Custody,White,Male,30,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,59
-116154,6/13/2019,On-View,White,Male,30,90Z  ,21-444,ESCAPE AFTER LAWFUL ARREST / RESISTING,White,Male,21
-116154,6/13/2019,On-View,White,Male,30,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),White,Male,21
-116154,6/13/2019,On-View,White,Male,30,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,White,Male,21
-116154,6/13/2019,On-View,White,Male,30,35A  ,63-2.402.B.2,POSSESSION OF MARIJUANA,White,Male,21
-116154,6/13/2019,On-View,White,Male,30,90Z  ,21-540.A.B,ELUDING A PEACE OFFICER - ENDANGER ANY OTHER PERSON,White,Male,21
-116154,6/13/2019,On-View,White,Male,30,520,21-1283.A,POSSESS FIREARM AFTER CONVICTION OF FELONY (AFC),White,Male,21
-116147,6/13/2019,On-View,White,Male,34,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Male,25
-116146,6/13/2019,On-View,White,Male,34,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Male,24
-116140,6/12/2019,On-View,White,Male,37,35A  ,63-2.402.B.2,POSSESSION OF MARIJUANA,White,Male,64
-116140,6/12/2019,On-View,White,Male,37,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Male,64
-116140,6/12/2019,On-View,White,Male,37,13A  ,21-645,ASSAULT &/OR BATTERY W/DANGEROUS WEAPON,White,Male,64
-116174,6/12/2019,On-View,,,,90Z  ,M15-503,DIST THE PEACE,White,Male,64
-116174,6/12/2019,On-View,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),White,Male,64
-116142,6/12/2019,Warrant/Taken into Custody,White,Male,30,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,43
-116148,6/12/2019,On-View,,,,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Male,36
-116557,6/12/2019,On-View,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),White,Male,22
-116208,6/12/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),Other,Male,18
-116138,6/12/2019,On-View,White,Male,35,90Z  ,M15-702,INTER W/OFF PROC,White,Female,32
-116143,6/12/2019,Warrant/Taken into Custody,White,Male,34,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),Black,Male,28
-116150,6/12/2019,On-View,White,Male,50,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,17
-116141,6/12/2019,Warrant/Taken into Custody,White,Male,26,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,45
-116141,6/12/2019,Warrant/Taken into Custody,White,Male,26,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,White,Male,45
-116141,6/12/2019,Warrant/Taken into Custody,White,Male,26,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Male,45
-116207,6/12/2019,On-View,,,,90Z  ,M3-402,DOG AT LARGE,White,Female,48
-116144,6/12/2019,On-View,White,Male,31,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,41
-116136,6/12/2019,Warrant/Taken into Custody,White,Male,37,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),White,Male,32
-116136,6/12/2019,Warrant/Taken into Custody,White,Male,37,88C  ,OWARR,WARRANT-OTHER,White,Male,32
-116136,6/12/2019,Warrant/Taken into Custody,White,Male,37,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,White,Male,32
-116136,6/12/2019,Warrant/Taken into Custody,White,Male,37,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Male,32
-116130,6/12/2019,On-View,White,Male,37,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Male,27
-116117,6/12/2019,Warrant/Taken into Custody,White,Male,26,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,33
-116125,6/11/2019,On-View,White,Male,31,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,60
-116114,6/11/2019,On-View,White,Male,39,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,26
-116114,6/11/2019,On-View,White,Male,39,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Male,26
-116118,6/11/2019,Warrant/Taken into Custody,White,Male,28,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,32
-116158,6/11/2019,Summoned/Warrant Request,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),Black,Male,18
-116159,6/11/2019,Summoned/Warrant Request,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),Black,Male,21
-116137,6/11/2019,On-View,,,,90J  ,M15-605,TRESPASSING,White,Female,26
-116137,6/11/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,26
-116212,6/11/2019,On-View,Asian,Male,28,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,34
-116135,6/11/2019,On-View,,,,90J  ,M15-605,TRESPASSING,White,Male,20
-116120,6/11/2019,Summoned/Warrant Request,White,Male,58,23H  ,21-1706,PETIT LARCENY (ALL OTHER LARCENY),White,Male,41
-116116,6/11/2019,Warrant/Taken into Custody,,,,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,45
-116116,6/11/2019,Warrant/Taken into Custody,,,,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,White,Female,45
-116124,6/11/2019,On-View,White,Male,34,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,46
-116126,6/11/2019,Warrant/Taken into Custody,White,Male,38,88C  ,OWARR,WARRANT-OTHER,White,Male,24
-116121,6/11/2019,Warrant/Taken into Custody,White,Female,39,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Female,28
-116115,6/11/2019,On-View,White,Male,31,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,White,Male,48
-116115,6/11/2019,On-View,White,Male,31,35A  ,63-2.402.B.2,POSSESSION OF MARIJUANA,White,Male,48
-116115,6/11/2019,On-View,White,Male,31,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Male,48
-116115,6/11/2019,On-View,White,Male,31,90Z  ,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,White,Male,48
-116122,6/11/2019,Warrant/Taken into Custody,White,Male,34,88C  ,OWARR,WARRANT-OTHER,White,Male,42
-116123,6/11/2019,On-View,Black,Male,30,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,34
-116127,6/11/2019,On-View,White,Male,31,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,49
-116119,6/11/2019,On-View,White,Male,38,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,White,Female,40
-116119,6/11/2019,On-View,White,Male,38,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Female,40
-116119,6/11/2019,On-View,White,Male,38,90Z  ,47-7.606,FAILURE TO MAINTAIN SECURITY / INSURANCE,White,Female,40
-116119,6/11/2019,On-View,White,Male,38,87F  ,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,White,Female,40
-116119,6/11/2019,On-View,White,Male,38,87F  ,47-14.110,FAILURE TO CARRY REGISTRATION CERTIFICATE,White,Female,40
-116119,6/11/2019,On-View,White,Male,38,87F  ,47-11.201,FAILURE TO STOP AT A STOP SIGN,White,Female,40
-116128,6/11/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Male,19
-116129,6/11/2019,Warrant/Taken into Custody,White,Male,53,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Female,31
-116133,6/11/2019,Warrant/Taken into Custody,White,Male,32,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,21
-116133,6/11/2019,Warrant/Taken into Custody,White,Male,32,520,M15-504,POSS/WEAPONS,White,Male,21
-116133,6/11/2019,Warrant/Taken into Custody,White,Male,32,35A  ,M15-408,POSS/MARIJ,White,Male,21
-116152,6/11/2019,On-View,White,Male,38,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Male,64
-116097,6/11/2019,On-View,White,Male,26,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Female,28
-116103,6/11/2019,On-View,White,Male,51,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,17
-116098,6/11/2019,On-View,Asian,Male,28,90D  ,47-11.902.4A,DUI UNDER 21,White,Male,21
-116099,6/11/2019,On-View,White,Male,37,90D  ,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),White,Male,33
-116226,6/10/2019,On-View,,,,90J  ,M15-605,TRESPASSING,White,Female,18
-116222,6/10/2019,On-View,,,,90J  ,M15-605,TRESPASSING,Black,Male,18
-116221,6/10/2019,On-View,,,,90J  ,M15-605,TRESPASSING,White,Female,19
-116220,6/10/2019,On-View,,,,90J  ,M15-605,TRESPASSING,Black,Female,18
-116225,6/10/2019,On-View,,,,90J  ,M15-605,TRESPASSING,White,Male,18
-116224,6/10/2019,On-View,,,,90J  ,M15-605,TRESPASSING,White,Male,18
-116219,6/10/2019,On-View,,,,90J  ,M15-605,TRESPASSING,Black,Male,21
-116223,6/10/2019,On-View,,,,90J  ,M15-605,TRESPASSING,Black,Male,22
-116139,6/10/2019,Warrant/Taken into Custody,White,Male,32,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),American Indian or Alaskan Native,Male,35
-116139,6/10/2019,Warrant/Taken into Custody,White,Male,32,90Z  ,M15-406,UNDER INFLUENCE/NARC,American Indian or Alaskan Native,Male,35
-116108,6/10/2019,On-View,Asian,Male,28,88A  ,CWARR,WARRANT-CLEV COUNTY,Asian,Male,36
-116149,6/10/2019,On-View,White,Male,38,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,Black,Male,23
-116131,6/10/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),Other,Female,17
-116105,6/10/2019,Warrant/Taken into Custody,,,,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,50
-116109,6/10/2019,Warrant/Taken into Custody,White,Male,26,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,16
-116151,6/10/2019,On-View,White,Male,31,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Female,41
-116107,6/10/2019,On-View,Asian,Male,28,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,52
-116476,6/10/2019,Warrant/Taken into Custody,White,Male,26,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,25
-116102,6/10/2019,Summoned/Warrant Request,White,Male,33,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),White,Male,40
-116254,6/10/2019,Warrant/Taken into Custody,White,Male,38,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Female,35
-116096,6/10/2019,On-View,White,Male,32,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Female,59
-116096,6/10/2019,On-View,White,Male,32,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,59
-116096,6/10/2019,On-View,White,Male,32,87F  ,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,White,Female,59
-116101,6/10/2019,Summoned/Warrant Request,White,Male,33,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),Black,Male,39
-116106,6/10/2019,On-View,Black,Male,30,88C  ,OWARR,WARRANT-OTHER,White,Male,48
-116100,6/10/2019,Summoned/Warrant Request,White,Male,33,11D  ,21-1123.B,SEXUAL BATTERY,White,Male,59
-116092,6/10/2019,Warrant/Taken into Custody,White,Male,29,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,31
-116104,6/10/2019,On-View,,,,90J  ,M15-605,TRESPASSING,White,Female,22
-116088,6/10/2019,On-View,White,Male,36,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),White,Male,28
-116088,6/10/2019,On-View,White,Male,36,13A  ,21-652.C,ASSAULT/BATTERY WITH DEADLY WEAPON,White,Male,28
-116088,6/10/2019,On-View,White,Male,36,520,21-1283.A,POSSESS FIREARM AFTER CONVICTION OF FELONY (AFC),White,Male,28
-116091,6/10/2019,Warrant/Taken into Custody,White,Male,29,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,29
-116036,6/9/2019,On-View,White,Male,26,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,Black,Male,16
-116089,6/9/2019,On-View,White,Male,26,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,23
-116089,6/9/2019,On-View,White,Male,26,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,White,Male,23
-116089,6/9/2019,On-View,White,Male,26,220,21-1438,ENTER STRUCTURE W/CERTAIN INTENT - BREAK AND ENTER (BURGLARY),White,Male,23
-116110,6/9/2019,On-View,,,,90Z  ,M3-402,DOG AT LARGE,White,Male,47
-116111,6/9/2019,Warrant/Taken into Custody,Asian,Male,28,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Female,66
-116087,6/9/2019,Summoned/Warrant Request,White,Male,27,90Z  ,21-421,CONSPIRACY,White,Female,22
-116087,6/9/2019,Summoned/Warrant Request,White,Male,27,90J  ,21-1835,TRESPASSING AFTER BEING FORBIDDEN,White,Female,22
-116087,6/9/2019,Summoned/Warrant Request,White,Male,27,23H  ,21-1718,LARCENY OF DOGS (ALL OTHER LARCENY),White,Female,22
-116086,6/9/2019,Summoned/Warrant Request,White,Male,27,90Z  ,21-421,CONSPIRACY,White,Female,42
-116086,6/9/2019,Summoned/Warrant Request,White,Male,27,90J  ,21-1835,TRESPASSING AFTER BEING FORBIDDEN,White,Female,42
-116086,6/9/2019,Summoned/Warrant Request,White,Male,27,23H  ,21-1718,LARCENY OF DOGS (ALL OTHER LARCENY),White,Female,42
-116093,6/9/2019,Warrant/Taken into Custody,White,Male,39,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,39
-116095,6/9/2019,Warrant/Taken into Custody,White,Male,31,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Female,27
-116094,6/9/2019,Summoned/Warrant Request,White,Male,48,13A  ,21-644.H,DOMESTIC ABUSE IN PRESENCE OF MINOR CHILD (AGGRAVATED ASSAULT),White,Male,26
-116094,6/9/2019,Summoned/Warrant Request,White,Male,48,13A  ,21-644.D,DOMESTIC ABUSE WITH DANGEROUS WEAPON,White,Male,26
-116094,6/9/2019,Summoned/Warrant Request,White,Male,48,13C  ,21-641,ASSAULT / THREATS (INTIMIDATION),White,Male,26
-116094,6/9/2019,Summoned/Warrant Request,White,Male,48,520,21-1283,CARRY FIREARMS AFTER CONVICTION/DURING PROBATION,White,Male,26
-116075,6/9/2019,On-View,White,Male,27,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Male,24
-116045,6/9/2019,On-View,White,Male,26,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Male,32
-116085,6/9/2019,On-View,White,Male,32,87F  ,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,White,Male,28
-116085,6/9/2019,On-View,White,Male,32,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Male,28
-116033,6/8/2019,On-View,White,Male,27,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,Unknown,Male,21
-116055,6/8/2019,On-View,White,Male,32,90D  ,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),Black,Female,25
-116055,6/8/2019,On-View,White,Male,32,90G  ,37-537.A7,TRANSPORTING OPEN BOTTLE OR CONTAINER - LIQUOR,Black,Female,25
-116055,6/8/2019,On-View,White,Male,32,90D  ,21-852.1.4,CHILD ENDANGERMENT BY PERMITTING CHILD ABUSE - (BY DUI/APC),Black,Female,25
-116040,6/8/2019,On-View,White,Male,38,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,37
-116040,6/8/2019,On-View,White,Male,38,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,White,Male,37
-116040,6/8/2019,On-View,White,Male,38,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Male,37
-116040,6/8/2019,On-View,White,Male,38,90Z  ,21-540,OBSTRUCTING OFFICER,White,Male,37
-116173,6/8/2019,On-View,,,,290,M15-602,MOLESTING PROP,Black,Female,18
-116173,6/8/2019,On-View,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),Black,Female,18
-116057,6/8/2019,Warrant/Taken into Custody,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,29
-116057,6/8/2019,Warrant/Taken into Custody,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,29
-116057,6/8/2019,Warrant/Taken into Custody,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,29
-116057,6/8/2019,Warrant/Taken into Custody,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,29
-116057,6/8/2019,Warrant/Taken into Custody,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,29
