CaseID,ReportedDate,OfficerRace,OfficerGender,OfficerAge,UCR_CODE,Statute,Description,BaisMotivation,SubjectRole,SubjectRace,SubjectGender,SubjectAge
-336522,3/11/2019,Native Hawaiian or Other Pacific Islander,Male,33,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Other,Black,Male,48
-336522,3/11/2019,Native Hawaiian or Other Pacific Islander,Male,33,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Other,Black,Male,48
-336522,3/11/2019,Native Hawaiian or Other Pacific Islander,Male,33,90Z  ,21-440,HARBORING FUGITIVE,No Bias,Other,Black,Male,48
-336522,3/11/2019,Native Hawaiian or Other Pacific Islander,Male,33,35A  ,63-2.404,MAINTAINING A DWELLING / VEHICLE OF CDS,No Bias,Other,Black,Male,48
-336522,3/11/2019,Native Hawaiian or Other Pacific Islander,Male,33,88A  ,CWARR,WARRANT-COUNTY,No Bias,Other,Black,Male,48
-336522,3/11/2019,Native Hawaiian or Other Pacific Islander,Male,33,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Other,White,Female,22
-336522,3/11/2019,Native Hawaiian or Other Pacific Islander,Male,33,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Other,White,Female,22
-336522,3/11/2019,Native Hawaiian or Other Pacific Islander,Male,33,90Z  ,21-440,HARBORING FUGITIVE,No Bias,Other,White,Female,22
-336522,3/11/2019,Native Hawaiian or Other Pacific Islander,Male,33,35A  ,63-2.404,MAINTAINING A DWELLING / VEHICLE OF CDS,No Bias,Other,White,Female,22
-336522,3/11/2019,Native Hawaiian or Other Pacific Islander,Male,33,88A  ,CWARR,WARRANT-COUNTY,No Bias,Other,White,Female,22
-336586,3/11/2019,Asian,Male,28,23C  ,21-1705,GRAND LARCENY (SHOPLIFTING),No Bias,Suspect,Black,Female,
-336586,3/11/2019,Asian,Male,28,23C  ,21-1705,GRAND LARCENY (SHOPLIFTING),No Bias,Suspect,Black,Female,
-336586,3/11/2019,Asian,Male,28,23C  ,21-1705,GRAND LARCENY (SHOPLIFTING),No Bias,Suspect,Black,Male,
-336586,3/11/2019,Asian,Male,28,23C  ,21-1705,GRAND LARCENY (SHOPLIFTING),No Bias,Reporting Person,White,Female,27
-336656,3/11/2019,White,Female,68,23H  ,21-1701,LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Female,40
-336757,3/11/2019,White,Male,32,86S  ,OFINFO,OFFICERS INFORMATION,No Bias,Witness,White,Female,
-336757,3/11/2019,White,Male,32,86S  ,OFINFO,OFFICERS INFORMATION,No Bias,Suspect,White,Female,66
-336548,3/11/2019,White,Male,32,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Suspect,White,Male,42
-336530,3/11/2019,White,Male,25,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Female,43
-336530,3/11/2019,White,Male,25,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Reporting Person,American Indian or Alaskan Native,Male,42
-336657,3/11/2019,White,Female,68,13C  ,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),No Bias,Victim,White,Female,22
-336657,3/11/2019,White,Female,68,13C  ,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),No Bias,Suspect,Unknown,Unknown,
-336576,3/12/2019,White,Female,30,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),No Bias,Suspect,White,Male,33
-336576,3/12/2019,White,Female,30,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),No Bias,Suspect,Black,Male,28
-336576,3/12/2019,White,Female,30,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),No Bias,Reporting Person,White,Male,27
-336590,3/12/2019,White,Male,32,290,M15-602,MOLESTING PROP,No Bias,Victim,White,Female,32
-336590,3/12/2019,White,Male,32,520,M15-504,POSS/WEAPONS,No Bias,Victim,White,Female,32
-336590,3/12/2019,White,Male,32,90Z  ,M15-702,INTER W/OFF PROC,No Bias,Victim,White,Female,32
-336590,3/12/2019,White,Male,32,290,M15-602,MOLESTING PROP,No Bias,Suspect,White,Female,41
-336590,3/12/2019,White,Male,32,520,M15-504,POSS/WEAPONS,No Bias,Suspect,White,Female,41
-336590,3/12/2019,White,Male,32,90Z  ,M15-702,INTER W/OFF PROC,No Bias,Suspect,White,Female,41
-336887,3/12/2019,White,Male,51,35A  ,M15-408,POSS/MARIJ,No Bias,Suspect,White,Female,20
-336525,3/12/2019,White,Male,43,83B  ,MISPER,MISSING PERSON,No Bias,Suspect,Unknown,Male,34
-336525,3/12/2019,White,Male,43,83B  ,MISPER,MISSING PERSON,No Bias,Reporting Person,White,Female,58
-336564,3/12/2019,White,Male,38,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Female,71
-336561,3/12/2019,White,Male,27,86S  ,OFINFO,OFFICERS INFORMATION,No Bias,Victim,White,Female,21
-336561,3/12/2019,White,Male,27,86S  ,OFINFO,OFFICERS INFORMATION,No Bias,Suspect,Black,Male,22
-336561,3/12/2019,White,Male,27,86S  ,OFINFO,OFFICERS INFORMATION,No Bias,Reporting Person,White,Female,57
-336561,3/12/2019,White,Male,27,86S  ,OFINFO,OFFICERS INFORMATION,No Bias,Reporting Person,White,Male,61
-336563,3/12/2019,White,Male,39,23H  ,21-1705,GRAND LARCENY (ALL OTHER LARCENY),No Bias,Suspect,White,Male,
-336563,3/12/2019,White,Male,39,23H  ,21-1705,GRAND LARCENY (ALL OTHER LARCENY),No Bias,Reporting Person,White,Female,60
-336665,3/12/2019,Black,Male,30,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Female,22
-336665,3/12/2019,Black,Male,30,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Male,22
-337162,3/12/2019,White,Male,53,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Suspect,White,Female,32
-337162,3/12/2019,White,Male,53,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Suspect,Black,Male,42
-336585,3/12/2019,White,Male,31,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Male,36
-336562,3/12/2019,White,Male,27,13C  ,21-850,RACIAL/ETHNIC/RELIGIOUS HARASSMENT (INTIMIDATION),Anti-Black,Victim,Unknown,Male,62
-336562,3/12/2019,White,Male,27,13C  ,21-850,RACIAL/ETHNIC/RELIGIOUS HARASSMENT (INTIMIDATION),Anti-Black,Suspect,Unknown,Unknown,
-336557,3/12/2019,White,Male,34,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Suspect,White,Male,57
-336583,3/12/2019,White,Female,38,23H  ,21-1706,PETIT LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Male,41
-336654,3/12/2019,White,Female,68,23C  ,21-1701,LARCENY (SHOPLIFTING),No Bias,Victim,White,Male,32
-336655,3/12/2019,White,Female,68,23C  ,21-1701,LARCENY (SHOPLIFTING),No Bias,Victim,White,Female,33
-336617,3/12/2019,White,Male,29,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Female,53
-336598,3/12/2019,White,Male,33,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,Black,Female,15
-336598,3/12/2019,White,Male,33,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Reporting Person,White,Female,
-336624,3/12/2019,White,Male,31,520,21-1287,POSSESS FIREARMS / WEAPON WHILE COMMITING FELONY,No Bias,Suspect,Black,Male,28
-336624,3/12/2019,White,Male,31,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Suspect,Black,Male,28
-336624,3/12/2019,White,Male,31,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Suspect,Black,Male,28
-336624,3/12/2019,White,Male,31,35A  ,63-2.404,MAINTAINING A DWELLING / VEHICLE OF CDS,No Bias,Suspect,Black,Male,28
-336624,3/12/2019,White,Male,31,520,21-1287,POSSESS FIREARMS / WEAPON WHILE COMMITING FELONY,No Bias,Suspect,Black,Male,27
-336624,3/12/2019,White,Male,31,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Suspect,Black,Male,27
-336624,3/12/2019,White,Male,31,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Suspect,Black,Male,27
-336624,3/12/2019,White,Male,31,35A  ,63-2.404,MAINTAINING A DWELLING / VEHICLE OF CDS,No Bias,Suspect,Black,Male,27
-336575,3/12/2019,White,Female,38,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Male,29
-336764,3/12/2019,Native Hawaiian or Other Pacific Islander,Male,33,23C  ,21-1706,PETIT LARCENY (SHOPLIFTING),No Bias,Witness,White,Female,
-336764,3/12/2019,Native Hawaiian or Other Pacific Islander,Male,33,23C  ,21-1706,PETIT LARCENY (SHOPLIFTING),No Bias,Suspect,White,Female,
-336764,3/12/2019,Native Hawaiian or Other Pacific Islander,Male,33,23C  ,21-1706,PETIT LARCENY (SHOPLIFTING),No Bias,Reporting Person,White,Male,24
-336569,3/12/2019,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Suspect,White,Female,36
-336569,3/12/2019,White,Male,29,23C  ,21-1731,LARCENY OF MERCHANDISE FROM RETAILER (SHOPLIFTING),No Bias,Suspect,White,Female,36
-336569,3/12/2019,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Other,Unknown,Male,27
-336569,3/12/2019,White,Male,29,23C  ,21-1731,LARCENY OF MERCHANDISE FROM RETAILER (SHOPLIFTING),No Bias,Other,Unknown,Male,27
-336569,3/12/2019,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Other,Unknown,Female,24
-336569,3/12/2019,White,Male,29,23C  ,21-1731,LARCENY OF MERCHANDISE FROM RETAILER (SHOPLIFTING),No Bias,Other,Unknown,Female,24
-336569,3/12/2019,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Other,White,Male,28
-336569,3/12/2019,White,Male,29,23C  ,21-1731,LARCENY OF MERCHANDISE FROM RETAILER (SHOPLIFTING),No Bias,Other,White,Male,28
-336584,3/12/2019,White,Male,31,86P  ,UNATDTH,UNATTENDED / ATTENDED DEATH,No Bias,Victim,White,Male,79
-336584,3/12/2019,White,Male,31,86P  ,UNATDTH,UNATTENDED / ATTENDED DEATH,No Bias,Reporting Person,White,Female,74
-336571,3/12/2019,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Witness,White,Male,40
-336571,3/12/2019,White,Male,29,90Z  ,21-1713,RECIEVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (ALL OTHER OFFENSES),No Bias,Witness,White,Male,40
-336571,3/12/2019,White,Male,29,280,21-1550.22,"TAKING/RECEIVING TAKEN CREDIT CARD (STOLEN PROPERTY OFFENES (RECEIVING, ETC.))",No Bias,Witness,White,Male,40
-336571,3/12/2019,White,Male,29,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Witness,White,Male,40
-336571,3/12/2019,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Witness,White,Male,54
-336571,3/12/2019,White,Male,29,90Z  ,21-1713,RECIEVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (ALL OTHER OFFENSES),No Bias,Witness,White,Male,54
-336571,3/12/2019,White,Male,29,280,21-1550.22,"TAKING/RECEIVING TAKEN CREDIT CARD (STOLEN PROPERTY OFFENES (RECEIVING, ETC.))",No Bias,Witness,White,Male,54
-336571,3/12/2019,White,Male,29,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Witness,White,Male,54
-336571,3/12/2019,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Victim,White,Female,28
-336571,3/12/2019,White,Male,29,90Z  ,21-1713,RECIEVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (ALL OTHER OFFENSES),No Bias,Victim,White,Female,28
-336571,3/12/2019,White,Male,29,280,21-1550.22,"TAKING/RECEIVING TAKEN CREDIT CARD (STOLEN PROPERTY OFFENES (RECEIVING, ETC.))",No Bias,Victim,White,Female,28
-336571,3/12/2019,White,Male,29,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Female,28
-336571,3/12/2019,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Suspect,White,Male,33
-336571,3/12/2019,White,Male,29,90Z  ,21-1713,RECIEVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (ALL OTHER OFFENSES),No Bias,Suspect,White,Male,33
-336571,3/12/2019,White,Male,29,280,21-1550.22,"TAKING/RECEIVING TAKEN CREDIT CARD (STOLEN PROPERTY OFFENES (RECEIVING, ETC.))",No Bias,Suspect,White,Male,33
-336571,3/12/2019,White,Male,29,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Suspect,White,Male,33
-336571,3/12/2019,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Suspect,White,Female,31
-336571,3/12/2019,White,Male,29,90Z  ,21-1713,RECIEVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (ALL OTHER OFFENSES),No Bias,Suspect,White,Female,31
-336571,3/12/2019,White,Male,29,280,21-1550.22,"TAKING/RECEIVING TAKEN CREDIT CARD (STOLEN PROPERTY OFFENES (RECEIVING, ETC.))",No Bias,Suspect,White,Female,31
-336571,3/12/2019,White,Male,29,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Suspect,White,Female,31
-336571,3/12/2019,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Other,White,Female,58
-336571,3/12/2019,White,Male,29,90Z  ,21-1713,RECIEVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (ALL OTHER OFFENSES),No Bias,Other,White,Female,58
-336571,3/12/2019,White,Male,29,280,21-1550.22,"TAKING/RECEIVING TAKEN CREDIT CARD (STOLEN PROPERTY OFFENES (RECEIVING, ETC.))",No Bias,Other,White,Female,58
-336571,3/12/2019,White,Male,29,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Other,White,Female,58
-336571,3/12/2019,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Other,White,Male,69
-336571,3/12/2019,White,Male,29,90Z  ,21-1713,RECIEVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (ALL OTHER OFFENSES),No Bias,Other,White,Male,69
-336571,3/12/2019,White,Male,29,280,21-1550.22,"TAKING/RECEIVING TAKEN CREDIT CARD (STOLEN PROPERTY OFFENES (RECEIVING, ETC.))",No Bias,Other,White,Male,69
-336571,3/12/2019,White,Male,29,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Other,White,Male,69
-336622,3/12/2019,White,Male,31,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),No Bias,Witness,White,Female,65
-336622,3/12/2019,White,Male,31,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),No Bias,Victim,White,Male,35
-336622,3/12/2019,White,Male,31,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),No Bias,Suspect,White,Female,34
-336889,3/12/2019,White,Male,44,35A  ,M15-408,POSS/MARIJ,No Bias,Suspect,Black,Male,20
-336570,3/12/2019,Native Hawaiian or Other Pacific Islander,Male,33,90Z  ,21-540,OBSTRUCTING OFFICER,No Bias,Suspect,White,Female,22
-336581,3/13/2019,White,Male,37,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Victim,White,Male,52
-336581,3/13/2019,White,Male,37,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Suspect,White,Female,
-336568,3/13/2019,White,Male,37,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,No Bias,Suspect,White,Female,35
-336601,3/13/2019,White,Male,51,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Witness,White,Female,38
-336601,3/13/2019,White,Male,51,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Witness,White,Male,41
-336601,3/13/2019,White,Male,51,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Female,29
-336577,3/13/2019,White,Male,51,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Male,42
-336623,3/13/2019,White,Male,27,23H  ,21-1705,GRAND LARCENY (ALL OTHER LARCENY),No Bias,Reporting Person,White,Female,59
-336623,3/13/2019,White,Male,27,23H  ,21-1705,GRAND LARCENY (ALL OTHER LARCENY),No Bias,Reporting Person,White,Female,50
-336631,3/13/2019,White,Male,27,90Z  ,M15-406,UNDER INFLUENCE/NARC,No Bias,Suspect,White,Male,30
-336606,3/13/2019,White,Male,36,23H  ,21-1550.22,TAKING/RECEIVING TAKEN CREDIT CARD (ALL OTHER LARCENY),No Bias,Victim,White,Male,74
-336597,3/13/2019,White,Male,39,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,Black,Female,23
-336610,3/13/2019,White,Female,27,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Female,28
-336610,3/13/2019,White,Female,27,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Suspect,Unknown,Male,
-336648,3/13/2019,White,Male,32,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Witness,Black,Female,46
-336648,3/13/2019,White,Male,32,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,Black,Male,37
-336595,3/13/2019,White,Male,38,88A  ,CWARR,WARRANT-COUNTY,No Bias,Suspect,White,Male,39
-336595,3/13/2019,White,Male,38,90Z  ,57-21,CARRYING WEAPON/DRUGS/ALCOHOL INTO JAIL,No Bias,Suspect,White,Male,39
-336595,3/13/2019,White,Male,38,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Suspect,White,Male,39
-336595,3/13/2019,White,Male,38,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Suspect,White,Male,39
-336595,3/13/2019,White,Male,38,88A  ,CWARR,WARRANT-COUNTY,No Bias,Suspect,White,Female,24
-336595,3/13/2019,White,Male,38,90Z  ,57-21,CARRYING WEAPON/DRUGS/ALCOHOL INTO JAIL,No Bias,Suspect,White,Female,24
-336595,3/13/2019,White,Male,38,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Suspect,White,Female,24
-336595,3/13/2019,White,Male,38,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Suspect,White,Female,24
-336608,3/13/2019,White,Male,39,26B  ,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,No Bias,Victim,White,Female,58
-336609,3/13/2019,White,Male,29,23H  ,21-1701,LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Female,70
-336592,3/13/2019,White,Male,39,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Male,18
-336600,3/13/2019,White,Male,34,88A  ,CWARR,WARRANT-COUNTY,No Bias,Suspect,White,Female,30
-336600,3/13/2019,White,Male,34,86R  ,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV (RECOVERY FROM OTHER AGENCY),No Bias,Suspect,White,Female,30
-336600,3/13/2019,White,Male,34,90Z  ,21-540,OBSTRUCTING OFFICER,No Bias,Suspect,White,Female,30
-336600,3/13/2019,White,Male,34,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Suspect,White,Female,30
-336600,3/13/2019,White,Male,34,88A  ,CWARR,WARRANT-COUNTY,No Bias,Other,Unknown,Male,46
-336600,3/13/2019,White,Male,34,86R  ,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV (RECOVERY FROM OTHER AGENCY),No Bias,Other,Unknown,Male,46
-336600,3/13/2019,White,Male,34,90Z  ,21-540,OBSTRUCTING OFFICER,No Bias,Other,Unknown,Male,46
-336600,3/13/2019,White,Male,34,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Other,Unknown,Male,46
-336650,3/13/2019,White,Female,68,26A  ,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),No Bias,Victim,White,Male,59
-336719,3/13/2019,White,Male,49,26C  ,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),No Bias,Victim,White,Female,89
-336774,3/13/2019,White,Male,31,520,21-1364,DISCHARGING FIREARMS IN PUBLIC PLACE,No Bias,Suspect,White,Male,27
-336774,3/13/2019,White,Male,31,520,21-1364,DISCHARGING FIREARMS IN PUBLIC PLACE,No Bias,Reporting Person,Unknown,Male,
-336774,3/13/2019,White,Male,31,520,21-1364,DISCHARGING FIREARMS IN PUBLIC PLACE,No Bias,Other,White,Female,34
-336615,3/13/2019,White,Male,29,90Z  ,21-1378.A,ACT OF VIOLENCE - ATTEMPT TO CONSPIRE OR ENDEAVOR SERIOUS BODILY HARM OR DEATH,No Bias,Victim,White,Male,47
-336615,3/13/2019,White,Male,29,90Z  ,21-1378.A,ACT OF VIOLENCE - ATTEMPT TO CONSPIRE OR ENDEAVOR SERIOUS BODILY HARM OR DEATH,No Bias,Victim,Unknown,Unknown,
-336615,3/13/2019,White,Male,29,90Z  ,21-1378.A,ACT OF VIOLENCE - ATTEMPT TO CONSPIRE OR ENDEAVOR SERIOUS BODILY HARM OR DEATH,No Bias,Suspect,White,Male,18
-336626,3/13/2019,White,Male,39,240,21-1720,LARCENY OF AUTO,No Bias,Reporting Person,White,Female,23
-336626,3/13/2019,White,Male,39,240,21-1720,LARCENY OF AUTO,No Bias,Other,Unknown,Female,48
-336625,3/13/2019,White,Male,48,13A  ,21-644,ASSAULT AND BATTERY (AGGRAVATED ASSAULT),No Bias,Witness,White,Female,67
-336625,3/13/2019,White,Male,48,13A  ,21-645,ASSAULT &/OR BATTERY W/DANGEROUS WEAPON,No Bias,Witness,White,Female,67
-336625,3/13/2019,White,Male,48,13A  ,21-644,ASSAULT AND BATTERY (AGGRAVATED ASSAULT),No Bias,Witness,White,Male,67
-336625,3/13/2019,White,Male,48,13A  ,21-645,ASSAULT &/OR BATTERY W/DANGEROUS WEAPON,No Bias,Witness,White,Male,67
-336625,3/13/2019,White,Male,48,13A  ,21-644,ASSAULT AND BATTERY (AGGRAVATED ASSAULT),No Bias,Witness,White,Male,46
-336625,3/13/2019,White,Male,48,13A  ,21-645,ASSAULT &/OR BATTERY W/DANGEROUS WEAPON,No Bias,Witness,White,Male,46
-336625,3/13/2019,White,Male,48,13A  ,21-644,ASSAULT AND BATTERY (AGGRAVATED ASSAULT),No Bias,Victim,White,Male,32
-336625,3/13/2019,White,Male,48,13A  ,21-645,ASSAULT &/OR BATTERY W/DANGEROUS WEAPON,No Bias,Victim,White,Male,32
-336625,3/13/2019,White,Male,48,13A  ,21-644,ASSAULT AND BATTERY (AGGRAVATED ASSAULT),No Bias,Suspect,American Indian or Alaskan Native,Male,
-336625,3/13/2019,White,Male,48,13A  ,21-645,ASSAULT &/OR BATTERY W/DANGEROUS WEAPON,No Bias,Suspect,American Indian or Alaskan Native,Male,
-336625,3/13/2019,White,Male,48,13A  ,21-644,ASSAULT AND BATTERY (AGGRAVATED ASSAULT),No Bias,Suspect,White,Male,
-336625,3/13/2019,White,Male,48,13A  ,21-645,ASSAULT &/OR BATTERY W/DANGEROUS WEAPON,No Bias,Suspect,White,Male,
-336625,3/13/2019,White,Male,48,13A  ,21-644,ASSAULT AND BATTERY (AGGRAVATED ASSAULT),No Bias,Suspect,White,Male,21
-336625,3/13/2019,White,Male,48,13A  ,21-645,ASSAULT &/OR BATTERY W/DANGEROUS WEAPON,No Bias,Suspect,White,Male,21
-336612,3/13/2019,White,Female,38,86G  ,FOUNDPROP,FOUND PROPERTY,No Bias,Reporting Person,White,Female,
-336607,3/13/2019,White,Female,36,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Female,16
-336817,3/13/2019,White,Male,58,90Z  ,21-843.1,ABUSE/ NEGLECT/FINANCIAL EXPLOITATION BY CARETAKER  (ALL OTHER),No Bias,Victim,Unknown,Female,93
-336817,3/13/2019,White,Male,58,90Z  ,21-843.1,ABUSE/ NEGLECT/FINANCIAL EXPLOITATION BY CARETAKER  (ALL OTHER),No Bias,Suspect,White,Female,63
-336817,3/13/2019,White,Male,58,90Z  ,21-843.1,ABUSE/ NEGLECT/FINANCIAL EXPLOITATION BY CARETAKER  (ALL OTHER),No Bias,Reporting Person,White,Female,
-336620,3/13/2019,White,Male,39,90Z  ,M15-406,UNDER INFLUENCE/NARC,No Bias,Suspect,White,Male,44
-336616,3/13/2019,White,Male,34,23A  ,21-1701,LARCENY (POCKET-PICKING),No Bias,Victim,White,Female,63
-336616,3/13/2019,White,Male,34,23A  ,21-1701,LARCENY (POCKET-PICKING),No Bias,Suspect,Black,Female,
-336616,3/13/2019,White,Male,34,23A  ,21-1701,LARCENY (POCKET-PICKING),No Bias,Suspect,Black,Female,
-336614,3/13/2019,White,Male,39,90I  ,RUNAWA,RUNAWAY,No Bias,Suspect,White,Male,17
-336614,3/13/2019,White,Male,39,90I  ,RUNAWA,RUNAWAY,No Bias,Reporting Person,White,Female,62
-336628,3/13/2019,White,Male,31,23A  ,21-1701,LARCENY (POCKET-PICKING),No Bias,Victim,Black,Female,100
-336628,3/13/2019,White,Male,31,23A  ,21-1701,LARCENY (POCKET-PICKING),No Bias,Suspect,Unknown,Unknown,
-336718,3/13/2019,White,Male,31,26B  ,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,No Bias,Victim,White,Male,53
-336611,3/13/2019,White,Male,34,88A  ,CWARR,WARRANT-COUNTY,No Bias,Suspect,Black,Female,27
-336613,3/13/2019,White,Male,48,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Male,45
-336651,3/13/2019,White,Female,68,23E  ,21-1435,BURGLARY - SECOND DEGREE (THEFT FROM COIN OPERATED VENDING MACHINE OR DEVICE),No Bias,Victim,American Indian or Alaskan Native,Male,37
-336627,3/13/2019,White,Male,39,90I  ,RUNAWA,RUNAWAY,No Bias,Suspect,White,Male,17
-336627,3/13/2019,White,Male,39,90I  ,RUNAWA,RUNAWAY,No Bias,Suspect,White,Male,15
