CaseID,ReportedDate,OfficerRace,OfficerGender,OfficerAge,UCR_CODE,Statute,Description,BaisMotivation,SubjectRole,SubjectRace,SubjectGender,SubjectAge
-323060,2/9/2018,White,Male,42,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,American Indian or Alaskan Native,Female,14
-323060,2/9/2018,White,Male,42,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Reporting Person,Unknown,Female,33
-322606,2/9/2018,White,Male,38,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Female,40
-322637,2/9/2018,White,Male,30,23H  ,M15-603,PETTY LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Male,55
-322640,2/9/2018,White,Male,41,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Female,15
-322604,2/9/2018,White,Female,30,23D  ,21-1701,LARCENY (THEFT FROM BUILDING),No Bias,Victim,White,Female,23
-323046,2/9/2018,White,Female,51,83D  ,CHILDPROTECTCUST,CHILD WELFARE / PROTECTIVE CUSTODY,No Bias,Victim,Unknown,Female,13
-323046,2/9/2018,White,Female,51,83D  ,CHILDPROTECTCUST,CHILD WELFARE / PROTECTIVE CUSTODY,No Bias,Suspect,Unknown,Male,37
-323046,2/9/2018,White,Female,51,83D  ,CHILDPROTECTCUST,CHILD WELFARE / PROTECTIVE CUSTODY,No Bias,Reporting Person,Unknown,Female,
-322655,2/9/2018,White,Female,27,26B  ,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,No Bias,Victim,White,Male,79
-322655,2/9/2018,White,Female,27,26B  ,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,No Bias,Victim,White,Female,77
-322655,2/9/2018,White,Female,27,26B  ,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,No Bias,Suspect,Unknown,Male,
-322639,2/9/2018,White,Male,53,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Male,45
-323276,2/9/2018,White,Female,27,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Male,49
-322617,2/9/2018,White,Male,29,35B  ,M15-413,POSSESSION OF DRUG PARAPHERNALIA,No Bias,Suspect,White,Male,39
-322617,2/9/2018,White,Male,29,88A  ,CWARR,WARRANT-COUNTY,No Bias,Suspect,White,Male,39
-322615,2/9/2018,White,Female,39,23H  ,21-1705,GRAND LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Female,72
-322615,2/9/2018,White,Female,39,23H  ,21-1705,GRAND LARCENY (ALL OTHER LARCENY),No Bias,Reporting Person,White,Male,74
-322765,2/9/2018,White,Male,41,220,21-1435,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Victim,White,Female,65
-322627,2/9/2018,White,Male,29,90F  ,21-843.5.C,CHILD NEGLECT,No Bias,Victim,White,Female,1
-322627,2/9/2018,White,Male,29,90F  ,21-843.5.C,CHILD NEGLECT,No Bias,Suspect,White,Female,33
-322627,2/9/2018,White,Male,29,90F  ,21-843.5.C,CHILD NEGLECT,No Bias,Suspect,Unknown,Female,
-322627,2/9/2018,White,Male,29,90F  ,21-843.5.C,CHILD NEGLECT,No Bias,Other,White,Female,
-322632,2/9/2018,White,Male,28,86S  ,LOSTPROP,LOST PROPERTY,No Bias,Victim,Asian,Female,19
-322618,2/9/2018,White,Male,28,35B  ,M15-413,POSSESSION OF DRUG PARAPHERNALIA,No Bias,Suspect,White,Male,20
-322618,2/9/2018,White,Male,28,35A  ,M15-408,POSS/MARIJ,No Bias,Suspect,White,Male,20
-322638,2/9/2018,White,Male,37,11C  ,21-1111.1,RAPE BY INSTRUMENTATION,No Bias,Witness,Unknown,Male,50
-322638,2/9/2018,White,Male,37,11C  ,21-1111.1,RAPE BY INSTRUMENTATION,No Bias,Victim,White,Female,44
-322638,2/9/2018,White,Male,37,11C  ,21-1111.1,RAPE BY INSTRUMENTATION,No Bias,Suspect,White,Male,40
-322638,2/9/2018,White,Male,37,11C  ,21-1111.1,RAPE BY INSTRUMENTATION,No Bias,Other,White,Female,47
-322623,2/10/2018,White,Male,30,90G  ,21-1220,POSSESSION/TRANSPORT OF OPEN BOTTLE OR CONTAINER,No Bias,Suspect,White,Male,29
-322623,2/10/2018,White,Male,30,87F  ,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,No Bias,Suspect,White,Male,29
-322623,2/10/2018,White,Male,30,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,No Bias,Suspect,White,Male,29
-322631,2/10/2018,White,Male,28,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),No Bias,Victim,White,Male,43
-322631,2/10/2018,White,Male,28,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),No Bias,Victim,White,Male,28
-322631,2/10/2018,White,Male,28,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),No Bias,Suspect,White,Male,28
-322631,2/10/2018,White,Male,28,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),No Bias,Suspect,White,Male,43
-322648,2/10/2018,White,Male,36,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Suspect,White,Female,42
-322620,2/10/2018,Black,Male,34,13B  ,21-642,BATTERY (SIMPLE ASSAULT),No Bias,Witness,White,Female,20
-322620,2/10/2018,Black,Male,34,90E  ,37-8,PUBLIC INTOXICATION,No Bias,Witness,White,Female,20
-322620,2/10/2018,Black,Male,34,13B  ,21-642,BATTERY (SIMPLE ASSAULT),No Bias,Witness,White,Male,25
-322620,2/10/2018,Black,Male,34,90E  ,37-8,PUBLIC INTOXICATION,No Bias,Witness,White,Male,25
-322620,2/10/2018,Black,Male,34,13B  ,21-642,BATTERY (SIMPLE ASSAULT),No Bias,Witness,White,Male,39
-322620,2/10/2018,Black,Male,34,90E  ,37-8,PUBLIC INTOXICATION,No Bias,Witness,White,Male,39
-322620,2/10/2018,Black,Male,34,13B  ,21-642,BATTERY (SIMPLE ASSAULT),No Bias,Witness,Unknown,Male,
-322620,2/10/2018,Black,Male,34,90E  ,37-8,PUBLIC INTOXICATION,No Bias,Witness,Unknown,Male,
-322620,2/10/2018,Black,Male,34,13B  ,21-642,BATTERY (SIMPLE ASSAULT),No Bias,Witness,Unknown,Male,
-322620,2/10/2018,Black,Male,34,90E  ,37-8,PUBLIC INTOXICATION,No Bias,Witness,Unknown,Male,
-322620,2/10/2018,Black,Male,34,13B  ,21-642,BATTERY (SIMPLE ASSAULT),No Bias,Witness,Unknown,Unknown,
-322620,2/10/2018,Black,Male,34,90E  ,37-8,PUBLIC INTOXICATION,No Bias,Witness,Unknown,Unknown,
-322620,2/10/2018,Black,Male,34,13B  ,21-642,BATTERY (SIMPLE ASSAULT),No Bias,Witness,Black,Male,33
-322620,2/10/2018,Black,Male,34,90E  ,37-8,PUBLIC INTOXICATION,No Bias,Witness,Black,Male,33
-322620,2/10/2018,Black,Male,34,13B  ,21-642,BATTERY (SIMPLE ASSAULT),No Bias,Victim,Unknown,Female,
-322620,2/10/2018,Black,Male,34,90E  ,37-8,PUBLIC INTOXICATION,No Bias,Victim,Unknown,Female,
-322620,2/10/2018,Black,Male,34,13B  ,21-642,BATTERY (SIMPLE ASSAULT),No Bias,Suspect,American Indian or Alaskan Native,Female,25
-322620,2/10/2018,Black,Male,34,90E  ,37-8,PUBLIC INTOXICATION,No Bias,Suspect,American Indian or Alaskan Native,Female,25
-322630,2/10/2018,White,Male,36,90D  ,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),No Bias,Suspect,White,Male,22
-322628,2/10/2018,White,Male,30,90E  ,M15-302,PUBLIC INTOX,No Bias,Witness,White,Male,22
-322628,2/10/2018,White,Male,30,87F  ,47-11.802,SPEEDING,No Bias,Witness,White,Male,22
-322628,2/10/2018,White,Male,30,90D  ,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),No Bias,Witness,White,Male,22
-322628,2/10/2018,White,Male,30,90E  ,M15-302,PUBLIC INTOX,No Bias,Suspect,White,Male,23
-322628,2/10/2018,White,Male,30,87F  ,47-11.802,SPEEDING,No Bias,Suspect,White,Male,23
-322628,2/10/2018,White,Male,30,90D  ,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),No Bias,Suspect,White,Male,23
-322628,2/10/2018,White,Male,30,90E  ,M15-302,PUBLIC INTOX,No Bias,Suspect,White,Male,22
-322628,2/10/2018,White,Male,30,87F  ,47-11.802,SPEEDING,No Bias,Suspect,White,Male,22
-322628,2/10/2018,White,Male,30,90D  ,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),No Bias,Suspect,White,Male,22
-322625,2/10/2018,White,Female,29,220,21-1435,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Reporting Person,White,Female,44
-322700,2/10/2018,White,Male,30,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),No Bias,Suspect,White,Male,27
-322700,2/10/2018,White,Male,30,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),No Bias,Complainant,Unknown,Male,27
-322731,2/10/2018,White,Male,31,23H  ,21-1706,PETIT LARCENY (ALL OTHER LARCENY),No Bias,Victim,Black,Male,33
-322647,2/10/2018,White,Male,30,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Witness,White,Female,51
-322647,2/10/2018,White,Male,30,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Female,30
-322647,2/10/2018,White,Male,30,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Reporting Person,White,Male,26
-322642,2/10/2018,White,Male,28,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Suspect,White,Male,44
-322642,2/10/2018,White,Male,28,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),No Bias,Suspect,White,Male,44
-322642,2/10/2018,White,Male,28,220,21-1435,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Suspect,White,Male,44
-322642,2/10/2018,White,Male,28,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Reporting Person,White,Female,66
-322642,2/10/2018,White,Male,28,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),No Bias,Reporting Person,White,Female,66
-322642,2/10/2018,White,Male,28,220,21-1435,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Reporting Person,White,Female,66
-322646,2/10/2018,White,Male,32,88A  ,CWARR,WARRANT-COUNTY,No Bias,Suspect,White,Male,48
-322682,2/10/2018,White,Male,36,90Z  ,M15-503,DIST THE PEACE,No Bias,Victim,American Indian or Alaskan Native,Male,28
-322682,2/10/2018,White,Male,36,90B  ,M15-506,NUISANCE PARTY,No Bias,Victim,American Indian or Alaskan Native,Male,28
-322682,2/10/2018,White,Male,36,90Z  ,M15-503,DIST THE PEACE,No Bias,Suspect,White,Male,20
-322682,2/10/2018,White,Male,36,90B  ,M15-506,NUISANCE PARTY,No Bias,Suspect,White,Male,20
-322678,2/11/2018,White,Male,35,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),No Bias,Victim,Other,Male,35
-322678,2/11/2018,White,Male,35,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),No Bias,Suspect,Other,Female,26
-322658,2/11/2018,White,Female,38,90E  ,M15-302,PUBLIC INTOX,No Bias,Victim,Unknown,Female,27
-322658,2/11/2018,White,Female,38,13B  ,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),No Bias,Victim,Unknown,Female,27
-322658,2/11/2018,White,Female,38,90E  ,M15-302,PUBLIC INTOX,No Bias,Suspect,Black,Male,26
-322658,2/11/2018,White,Female,38,13B  ,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),No Bias,Suspect,Black,Male,26
-322645,2/11/2018,White,Male,30,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,No Bias,Witness,White,Male,37
-322645,2/11/2018,White,Male,30,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,No Bias,Suspect,White,Female,32
-322697,2/11/2018,White,Male,38,13B  ,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),No Bias,Witness,White,Male,18
-322697,2/11/2018,White,Male,38,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Witness,White,Male,18
-322697,2/11/2018,White,Male,38,100,21-741,KIDNAPPING,No Bias,Witness,White,Male,18
-322697,2/11/2018,White,Male,38,13B  ,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),No Bias,Witness,White,Female,19
-322697,2/11/2018,White,Male,38,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Witness,White,Female,19
-322697,2/11/2018,White,Male,38,100,21-741,KIDNAPPING,No Bias,Witness,White,Female,19
-322697,2/11/2018,White,Male,38,13B  ,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),No Bias,Victim,White,Male,19
-322697,2/11/2018,White,Male,38,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Victim,White,Male,19
-322697,2/11/2018,White,Male,38,100,21-741,KIDNAPPING,No Bias,Victim,White,Male,19
-322697,2/11/2018,White,Male,38,13B  ,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),No Bias,Suspect,Unknown,Male,
-322697,2/11/2018,White,Male,38,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Suspect,Unknown,Male,
-322697,2/11/2018,White,Male,38,100,21-741,KIDNAPPING,No Bias,Suspect,Unknown,Male,
-322697,2/11/2018,White,Male,38,13B  ,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),No Bias,Suspect,Unknown,Male,
-322697,2/11/2018,White,Male,38,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Suspect,Unknown,Male,
-322697,2/11/2018,White,Male,38,100,21-741,KIDNAPPING,No Bias,Suspect,Unknown,Male,
-322697,2/11/2018,White,Male,38,13B  ,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),No Bias,Suspect,White,Male,20
-322697,2/11/2018,White,Male,38,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Suspect,White,Male,20
-322697,2/11/2018,White,Male,38,100,21-741,KIDNAPPING,No Bias,Suspect,White,Male,20
-322697,2/11/2018,White,Male,38,13B  ,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),No Bias,Other,White,Male,19
-322697,2/11/2018,White,Male,38,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Other,White,Male,19
-322697,2/11/2018,White,Male,38,100,21-741,KIDNAPPING,No Bias,Other,White,Male,19
-322661,2/11/2018,White,Male,47,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,Black,Male,24
-322662,2/11/2018,White,Male,38,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,Black,Male,27
-322662,2/11/2018,White,Male,38,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Suspect,Unknown,Unknown,
-322664,2/11/2018,White,Male,35,90I  ,RUNAWA,RUNAWAY,No Bias,Suspect,White,Male,17
-323135,2/11/2018,White,Female,50,23H  ,21-1701,LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Male,63
-323135,2/11/2018,White,Female,50,23H  ,21-1701,LARCENY (ALL OTHER LARCENY),No Bias,Suspect,Unknown,Unknown,
-322665,2/11/2018,White,Male,44,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Female,24
-322665,2/11/2018,White,Male,44,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Suspect,Unknown,Unknown,
-322666,2/11/2018,White,Male,32,23H  ,21-1705,GRAND LARCENY (ALL OTHER LARCENY),No Bias,Reporting Person,White,Male,
-322676,2/11/2018,White,Male,32,23H  ,21-1701,LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Female,69
-322676,2/11/2018,White,Male,32,23H  ,21-1701,LARCENY (ALL OTHER LARCENY),No Bias,Suspect,White,Female,
-322676,2/11/2018,White,Male,32,23H  ,21-1701,LARCENY (ALL OTHER LARCENY),No Bias,Suspect,White,Male,
-322667,2/11/2018,White,Male,30,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Male,58
-322675,2/11/2018,White,Male,28,290,M15-602,MOLESTING PROP,No Bias,Other,White,Male,20
-322675,2/11/2018,White,Male,28,290,M15-602,MOLESTING PROP,No Bias,Other,White,Female,21
-322766,2/11/2018,White,Male,44,80N  ,PUBLICDOC,PUBLIC DOCUMENTATION,No Bias,Suspect,Black,Male,
-322766,2/11/2018,White,Male,44,80N  ,PUBLICDOC,PUBLIC DOCUMENTATION,No Bias,Reporting Person,Unknown,Unknown,
-322674,2/11/2018,White,Male,30,240,21-1720,LARCENY OF AUTO,No Bias,Victim,White,Female,52
-322674,2/11/2018,White,Male,30,240,21-1720,LARCENY OF AUTO,No Bias,Suspect,Unknown,Male,
-322672,2/11/2018,White,Male,32,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Suspect,White,Male,21
-322673,2/11/2018,American Indian or Alaskan Native,Male,40,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Male,17
-322673,2/11/2018,American Indian or Alaskan Native,Male,40,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Other,White,Female,54
-322673,2/11/2018,American Indian or Alaskan Native,Male,40,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Other,White,Male,54
-322759,2/11/2018,Black,Male,33,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),No Bias,Victim,White,Female,41
-322759,2/11/2018,Black,Male,33,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),No Bias,Suspect,Black,Male,41
-322671,2/11/2018,White,Male,36,13C  ,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,No Bias,Victim,Black,Female,20
-322671,2/11/2018,White,Male,36,13C  ,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,No Bias,Suspect,Black,Male,
-322670,2/11/2018,White,Male,28,88A  ,CWARR,WARRANT-COUNTY,No Bias,Suspect,Black,Male,63
-322669,2/11/2018,White,Male,32,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Suspect,White,Male,28
-322668,2/12/2018,White,Male,28,88A  ,CWARR,WARRANT-COUNTY,No Bias,Suspect,White,Female,50
-322887,2/12/2018,American Indian or Alaskan Native,Male,40,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),No Bias,Victim,White,Female,47
-322887,2/12/2018,American Indian or Alaskan Native,Male,40,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),No Bias,Suspect,White,Female,
-322683,2/12/2018,Other,Male,23,290,DAMAGEDPROP,DAMAGED PROPERTY,No Bias,Reporting Person,White,Male,33
-322683,2/12/2018,Other,Male,23,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Reporting Person,White,Male,33
-322683,2/12/2018,Other,Male,23,290,DAMAGEDPROP,DAMAGED PROPERTY,No Bias,Other,White,Male,52
-322683,2/12/2018,Other,Male,23,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Other,White,Male,52
-322730,2/12/2018,White,Male,31,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Female,21
-322684,2/12/2018,White,Female,44,23H  ,21-1706,PETIT LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Male,45
-322689,2/12/2018,White,Male,31,88A  ,CWARR,WARRANT-COUNTY,No Bias,Suspect,White,Male,40
-323058,2/12/2018,White,Male,34,23H  ,M15-603,PETTY LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Female,14
-323058,2/12/2018,White,Male,34,23H  ,M15-603,PETTY LARCENY (ALL OTHER LARCENY),No Bias,Suspect,White,Female,15
-322750,2/12/2018,White,Female,30,220,21-1435,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Victim,White,Male,45
-322687,2/12/2018,White,Male,25,86S  ,OFINFO,OFFICERS INFORMATION,No Bias,Victim,White,Male,60
-322687,2/12/2018,White,Male,25,86S  ,OFINFO,OFFICERS INFORMATION,No Bias,Suspect,White,Female,47
-322687,2/12/2018,White,Male,25,86S  ,OFINFO,OFFICERS INFORMATION,No Bias,Suspect,White,Male,26
-322693,2/12/2018,Asian,Male,27,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),No Bias,Victim,White,Female,65
-322693,2/12/2018,Asian,Male,27,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),No Bias,Suspect,White,Female,29
-322727,2/12/2018,White,Male,28,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Male,43
-322686,2/12/2018,White,Male,38,90Z  ,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV (ALL OTHER),No Bias,Victim,White,Female,46
-322686,2/12/2018,White,Male,38,90Z  ,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV (ALL OTHER),No Bias,Suspect,Black,Male,36
-322726,2/12/2018,White,Male,37,220,21-1435,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Victim,White,Male,26
-322725,2/12/2018,White,Male,33,290,DAMAGEDPROP,DAMAGED PROPERTY,No Bias,Victim,Unknown,Male,65
-322725,2/12/2018,White,Male,33,23H  ,21-1705,GRAND LARCENY (ALL OTHER LARCENY),No Bias,Victim,Unknown,Male,65
-322724,2/12/2018,White,Male,28,13A  ,21-1289.16,POINTING FIREARMS,No Bias,Victim,Unknown,Male,24
-322724,2/12/2018,White,Male,28,120,21-791,ROBBERY,No Bias,Victim,Unknown,Male,24
-322724,2/12/2018,White,Male,28,13A  ,21-1289.16,POINTING FIREARMS,No Bias,Victim,Unknown,Male,27
-322724,2/12/2018,White,Male,28,120,21-791,ROBBERY,No Bias,Victim,Unknown,Male,27
-322724,2/12/2018,White,Male,28,13A  ,21-1289.16,POINTING FIREARMS,No Bias,Suspect,Black,Male,
-322724,2/12/2018,White,Male,28,120,21-791,ROBBERY,No Bias,Suspect,Black,Male,
-322688,2/12/2018,White,Male,56,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Suspect,White,Male,19
-322688,2/12/2018,White,Male,56,520,21-1287,POSSESS FIREARMS / WEAPON WHILE COMMITING FELONY,No Bias,Suspect,White,Male,19
-322688,2/12/2018,White,Male,56,35A  ,63-2.401.B,POSSESSION OF CDS W/INTENT,No Bias,Suspect,White,Male,19
-322688,2/12/2018,White,Male,56,35A  ,63-2.401.B.1,UNLAWFUL DELIVERY OF CDS,No Bias,Suspect,White,Male,19
-322688,2/12/2018,White,Male,56,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Suspect,White,Male,20
-322688,2/12/2018,White,Male,56,520,21-1287,POSSESS FIREARMS / WEAPON WHILE COMMITING FELONY,No Bias,Suspect,White,Male,20
-322688,2/12/2018,White,Male,56,35A  ,63-2.401.B,POSSESSION OF CDS W/INTENT,No Bias,Suspect,White,Male,20
-322688,2/12/2018,White,Male,56,35A  ,63-2.401.B.1,UNLAWFUL DELIVERY OF CDS,No Bias,Suspect,White,Male,20
-322723,2/12/2018,American Indian or Alaskan Native,Male,40,90Z  ,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV (ALL OTHER),No Bias,Victim,White,Male,28
-322723,2/12/2018,American Indian or Alaskan Native,Male,40,120,21-799,ROBBERY SECOND DEGREE,No Bias,Victim,White,Male,28
-322723,2/12/2018,American Indian or Alaskan Native,Male,40,90Z  ,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV (ALL OTHER),No Bias,Suspect,White,Male,42
-322723,2/12/2018,American Indian or Alaskan Native,Male,40,120,21-799,ROBBERY SECOND DEGREE,No Bias,Suspect,White,Male,42
-323136,2/12/2018,White,Female,50,26A  ,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),No Bias,Victim,White,Male,37
-322722,2/12/2018,White,Male,,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Male,30
-322721,2/12/2018,White,Male,28,11D  ,21-1123,LEWD OR INDECENT PROPOSALS/ACTS TO CHILD (FORCIBLE FONDLING),No Bias,Victim,White,Male,7
-322721,2/12/2018,White,Male,28,11B  ,21-1111,RAPE (FORCIBLE SODOMY),No Bias,Victim,White,Male,7
-322721,2/12/2018,White,Male,28,11D  ,21-1123,LEWD OR INDECENT PROPOSALS/ACTS TO CHILD (FORCIBLE FONDLING),No Bias,Victim,White,Male,4
-322721,2/12/2018,White,Male,28,11B  ,21-1111,RAPE (FORCIBLE SODOMY),No Bias,Victim,White,Male,4
-322721,2/12/2018,White,Male,28,11D  ,21-1123,LEWD OR INDECENT PROPOSALS/ACTS TO CHILD (FORCIBLE FONDLING),No Bias,Suspect,White,Male,
-322721,2/12/2018,White,Male,28,11B  ,21-1111,RAPE (FORCIBLE SODOMY),No Bias,Suspect,White,Male,
-322721,2/12/2018,White,Male,28,11D  ,21-1123,LEWD OR INDECENT PROPOSALS/ACTS TO CHILD (FORCIBLE FONDLING),No Bias,Suspect,White,Male,11
-322721,2/12/2018,White,Male,28,11B  ,21-1111,RAPE (FORCIBLE SODOMY),No Bias,Suspect,White,Male,11
-322721,2/12/2018,White,Male,28,11D  ,21-1123,LEWD OR INDECENT PROPOSALS/ACTS TO CHILD (FORCIBLE FONDLING),No Bias,Other,White,Female,29
-322721,2/12/2018,White,Male,28,11B  ,21-1111,RAPE (FORCIBLE SODOMY),No Bias,Other,White,Female,29
-322721,2/12/2018,White,Male,28,11D  ,21-1123,LEWD OR INDECENT PROPOSALS/ACTS TO CHILD (FORCIBLE FONDLING),No Bias,Other,White,Male,
-322721,2/12/2018,White,Male,28,11B  ,21-1111,RAPE (FORCIBLE SODOMY),No Bias,Other,White,Male,
-322699,2/12/2018,Black,Male,33,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Male,45
-322692,2/12/2018,White,Female,50,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,No Bias,Victim,White,Female,33
-322696,2/12/2018,White,Male,36,88A  ,CWARR,WARRANT-COUNTY,No Bias,Suspect,Unknown,Male,24
-322702,2/12/2018,White,Male,25,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Female,38
